pmid,pub_year,stance,failure_mode,model_type,confidence,rationale,prompt_version,model
40078449,2025,Alarm,misclassification,generative,0.900,LLM accuracy in ECG classification compared to cardiologists; wrong predictions not fabrication,q7_failuremode_v1,claude-sonnet-4-6
40226679,2024,Alarm,misclassification,discriminative,0.950,ML classifier predicts MDD diagnosis with accuracy/sensitivity/specificity metrics,q7_failuremode_v1,claude-sonnet-4-6
41908035,2026,Alarm,misclassification,discriminative,0.950,"Deep learning models misidentify cephalometric landmarks, producing inaccurate measurements/predictions",q7_failuremode_v1,claude-sonnet-4-6
39809759,2025,Alarm,misclassification,generative,0.820,"LLMs miscalibrated confidence, fail to recognize knowledge limits; accuracy/calibration errors",q7_failuremode_v1,claude-sonnet-4-6
38180108,2024,Alarm,misclassification,generative,0.720,LLM responses rated lower quality/accuracy than physicians; no explicit fabrication described,q7_failuremode_v1,claude-sonnet-4-6
41475300,2026,Alarm,misclassification,generative,0.820,"LLM responses scored for accuracy/reliability, not fabrication of content",q7_failuremode_v1,claude-sonnet-4-6
39176994,2024,Alarm,misclassification,generative,0.920,"LLMs evaluated on classification accuracy for risk-of-bias labels, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39317205,2025,Alarm,misclassification,discriminative,0.950,AI detection/classification system for ESCC with false negative/detection rate outcomes,q7_failuremode_v1,claude-sonnet-4-6
41054023,2025,Alarm,misclassification,generative,0.820,"ChatGPT diet plans evaluated for accuracy/adequacy errors, not fabrication of references",q7_failuremode_v1,claude-sonnet-4-6
36793398,2023,Alarm,misclassification,discriminative,0.950,"Segmentation models show reduced accuracy on anatomical edge cases, classic misclassification/poor generalization",q7_failuremode_v1,claude-sonnet-4-6
38574939,2024,Alarm,misclassification,generative,0.850,"LLMs scored on accuracy of clinical decisions; wrong answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40644430,2025,Alarm,none_or_unclear,unclear,0.850,Policy/advocacy paper about DEI restrictions; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
38206389,2024,Alarm,confabulation,generative,0.970,LLMs fabricated/invented references and provided inaccurate citations in otolaryngology,q7_failuremode_v1,claude-sonnet-4-6
38279999,2024,Alarm,misclassification,generative,0.820,"LLM gives wrong/contradictory clinical recommendations compared to guideline, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41030829,2026,Alarm,misclassification,generative,0.950,Evaluates diagnostic accuracy/sensitivity/specificity of MLLMs classifying DR severity from images,q7_failuremode_v1,claude-sonnet-4-6
38423890,2024,Alarm,misclassification,discriminative,0.900,ML prediction models show poor accuracy/calibration for surgical outcome classification,q7_failuremode_v1,claude-sonnet-4-6
40626371,2025,Alarm,misclassification,discriminative,0.750,Focuses on prediction model AUC manipulation and misleading performance reporting in discriminative models,q7_failuremode_v1,claude-sonnet-4-6
37889368,2023,Alarm,misclassification,generative,0.850,"ChatGPT-4 recommendations misaligned with expert opinions; wrong surgical decisions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38903839,2024,Alarm,misclassification,generative,0.900,"LLM accuracy on exam questions measured; wrong answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40355787,2025,Alarm,misclassification,discriminative,0.750,"Risk-scoring/prediction tool with concerns about bias, reliability, and false classifications",q7_failuremode_v1,claude-sonnet-4-6
40523223,2025,Alarm,misclassification,generative,0.850,"LLMs show inconsistent accuracy, biases, and poor DDI detection—classification errors, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39710586,2025,Alarm,none_or_unclear,unclear,0.850,"General ethical/philosophical concerns about AI opacity and authority, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
41968599,2026,Alarm,misclassification,generative,0.820,"LLM evaluated for incorrect clinical interventions and wrong recommendations, not fabricated references",q7_failuremode_v1,claude-sonnet-4-6
40466030,2025,Alarm,misclassification,generative,0.850,"LLM accuracy vs expert consensus; wrong/omitted recommendations, not fabricated references",q7_failuremode_v1,claude-sonnet-4-6
41406757,2026,Alarm,misclassification,generative,0.950,"LLM evaluated for diagnostic accuracy on radiograph classification, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38221727,2024,Alarm,none_or_unclear,generative,0.600,Commentary on LLM responses to patient questions; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
34133034,2022,Alarm,misclassification,discriminative,0.970,DL classification algorithm shows degraded performance/accuracy on new equipment domain shift,q7_failuremode_v1,claude-sonnet-4-6
34214626,2021,Alarm,misclassification,discriminative,0.800,Prognostic prediction models producing risk scores/predictions; reporting quality evaluation,q7_failuremode_v1,claude-sonnet-4-6
41874300,2026,Alarm,misclassification,both,0.850,Detection accuracy of radiologists and LLMs classifying synthetic vs authentic images,q7_failuremode_v1,claude-sonnet-4-6
36503715,2022,Alarm,misclassification,discriminative,0.950,DL classification/detection model with accuracy and false prediction errors vs human experts,q7_failuremode_v1,claude-sonnet-4-6
39603351,2025,Alarm,misclassification,generative,0.920,LLM evaluated on diagnostic accuracy/correct labeling of imaging findings,q7_failuremode_v1,claude-sonnet-4-6
39359001,2024,Alarm,misclassification,generative,0.920,"LLM evaluated for DDI prediction accuracy; false negatives/low sensitivity, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
35026997,2022,Alarm,none_or_unclear,discriminative,0.600,Reviews reporting quality of ML prediction models; no specific failure mechanism analyzed,q7_failuremode_v1,claude-sonnet-4-6
38443209,2024,Alarm,misclassification,generative,0.850,"LLM accuracy on medical Q&A scored correct/incorrect, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39455195,2024,Alarm,misclassification,discriminative,0.800,Biased/poor-quality datasets leading to biased AI predictions; classification/diagnostic models implied,q7_failuremode_v1,claude-sonnet-4-6
40467886,2025,Alarm,misclassification,generative,0.850,"LLMs produce biased/inferior treatment recommendations based on race—wrong outputs, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40648826,2025,Alarm,misclassification,generative,0.870,LLM treatment recommendations compared against clinical decisions; accuracy/concordance measured,q7_failuremode_v1,claude-sonnet-4-6
41767866,2026,Alarm,misclassification,generative,0.820,"LLMs give wrong ethical judgments/labels in forced-choice scenarios, not fabricating content",q7_failuremode_v1,claude-sonnet-4-6
39589253,2024,Alarm,misclassification,generative,0.920,"GPT-4V evaluated on diagnostic accuracy, sensitivity, specificity — classification errors, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39866564,2025,Alarm,misclassification,generative,0.720,"Evaluates accuracy/quality/reliability scores of chatbot responses, not fabrication per se",q7_failuremode_v1,claude-sonnet-4-6
39120501,2024,Alarm,confabulation,generative,0.950,"Fabricated citations, summaries, and factual inaccuracies explicitly described in both LLMs",q7_failuremode_v1,claude-sonnet-4-6
41411218,2026,Alarm,misclassification,both,0.920,"GPT-4o vs specialised neural networks compared on classification accuracy, sensitivity, specificity",q7_failuremode_v1,claude-sonnet-4-6
40288807,2025,Alarm,none_or_unclear,unclear,0.850,"General AI risk framing, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
40480310,2025,Alarm,misclassification,generative,0.900,"LLMs evaluated on screening accuracy, precision, sensitivity—classification performance metrics",q7_failuremode_v1,claude-sonnet-4-6
41735669,2026,Alarm,misclassification,both,0.900,Benchmarks diagnostic accuracy of LLMs and traditional tools; wrong diagnosis = misclassification,q7_failuremode_v1,claude-sonnet-4-6
37643659,2023,Alarm,misclassification,generative,0.900,"Evaluates diagnostic accuracy/correctness of LLM-generated differential diagnoses, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37980431,2023,Alarm,misclassification,discriminative,0.900,Speech-based stress scoring tool shown to have poor validity and repeatability,q7_failuremode_v1,claude-sonnet-4-6
40029234,2025,Alarm,misclassification,discriminative,0.950,AI classification tool evaluated for false positives/negatives in dental parameter detection,q7_failuremode_v1,claude-sonnet-4-6
41203492,2025,Alarm,misclassification,generative,0.900,"LLMs evaluated for diagnostic accuracy/wrong labels on laryngeal images, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
33427680,2021,Alarm,misclassification,generative,0.720,"VAs gave clinically inappropriate/inaccurate advice, evaluated as wrong outputs not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38363256,2024,Alarm,misclassification,discriminative,0.970,AI image analysis evaluated for sensitivity/specificity in detecting oral hygiene conditions,q7_failuremode_v1,claude-sonnet-4-6
40437254,2025,Alarm,misclassification,generative,0.820,"LLMs making errors in clinical calculations implies wrong outputs/scores, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41617842,2026,Alarm,misclassification,generative,0.870,"LLMs give wrong clinical answers under misleading prompts; accuracy/miscalibration focus, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39776758,2025,Alarm,misclassification,generative,0.720,LLM accuracy graded on correctness of responses; some incorrect/false answers but no explicit fabrication focus,q7_failuremode_v1,claude-sonnet-4-6
38687483,2024,Alarm,none_or_unclear,generative,0.700,"Study about patient perception/identification of chatbots, not AI failure mechanisms",q7_failuremode_v1,claude-sonnet-4-6
41828047,2026,Alarm,misclassification,discriminative,0.950,Predictive classification models show poor discrimination/AUC for tracheostomy prediction,q7_failuremode_v1,claude-sonnet-4-6
37983846,2024,Alarm,both,generative,0.850,ChatGPT evaluated for inaccuracy/misinformation and potential to fabricate/mislead patients,q7_failuremode_v1,claude-sonnet-4-6
41764031,2026,Alarm,misclassification,generative,0.920,"LLM accuracy evaluated via estimation errors, not fabrication of content",q7_failuremode_v1,claude-sonnet-4-6
41980240,2026,Alarm,misclassification,generative,0.720,"AI image generators inaccurately depict depression—wrong/stereotyped representation, not fabricated text",q7_failuremode_v1,claude-sonnet-4-6
33674865,2021,Alarm,none_or_unclear,unclear,0.850,"Policy/regulatory commentary, no specific AI failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
40947358,2026,Alarm,misclassification,generative,0.920,"LLMs evaluated on ECG diagnostic accuracy; wrong labels, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40988623,2025,Alarm,none_or_unclear,both,0.550,General risk framing covering multiple AI types; no single failure mechanism specified,q7_failuremode_v1,claude-sonnet-4-6
40445459,2025,Alarm,misclassification,generative,0.870,"LLM evaluated for diagnostic accuracy/classification of LNM and iENE, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41628673,2026,Alarm,misclassification,generative,0.880,"LLM accuracy evaluated on classification of infection surveillance cases, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41663592,2026,Alarm,misclassification,generative,0.850,"LLMs fail to correctly identify conditions/dispositions; accuracy/prediction errors, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39379357,2024,Alarm,misclassification,generative,0.920,"LLMs evaluated on accuracy of clinical classification tasks, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41785426,2026,Alarm,misclassification,generative,0.950,"LLMs evaluated for diagnostic accuracy/sensitivity in fracture classification, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40960827,2025,Alarm,misclassification,generative,0.720,AI translation quality/accuracy evaluated against professional standard; poor output fidelity not fabrication,q7_failuremode_v1,claude-sonnet-4-6
40866537,2025,Alarm,misclassification,generative,0.820,"Chatbots fail to detect/respond to suicidal risk correctly; classification/detection errors, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38584922,2024,Alarm,misclassification,generative,0.720,Evaluates accuracy/quality scores of LLM responses; inaccurate answers rather than fabricated content,q7_failuremode_v1,claude-sonnet-4-6
40817014,2025,Alarm,misclassification,generative,0.850,"LLM surgical recommendations evaluated against clinical decisions; wrong procedure selection, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41266194,2025,Alarm,both,generative,0.970,Explicitly measures both fabricated citations/statistics and clinical accuracy/misclassification across LLM architectures,q7_failuremode_v1,claude-sonnet-4-6
39907718,2025,Alarm,misclassification,generative,0.750,"LLM producing biased/stereotyped predictions about healthcare groups, not fabricating content",q7_failuremode_v1,claude-sonnet-4-6
42073489,2026,Alarm,misclassification,generative,0.920,"Evaluates diagnostic accuracy of LLMs on ECG classification tasks, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
36044603,2022,Alarm,misclassification,discriminative,0.900,ML risk-scoring model evaluated for prediction accuracy and identification of high-risk patients,q7_failuremode_v1,claude-sonnet-4-6
35940638,2022,Alarm,none_or_unclear,unclear,0.700,"General commentary on AI risks in healthcare, no specific mechanism described",q7_failuremode_v1,claude-sonnet-4-6
37160371,2023,Alarm,none_or_unclear,unclear,0.850,"General AI risk/policy framing, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
36572246,2023,Alarm,misclassification,both,0.900,Compares ML and Cox predictive models on discrimination/calibration for graft failure prediction,q7_failuremode_v1,claude-sonnet-4-6
38499716,2024,Alarm,misclassification,generative,0.720,"Evaluates accuracy/quality of ChatGPT responses, not fabrication; scoring-based assessment of information quality",q7_failuremode_v1,claude-sonnet-4-6
40550012,2025,Alarm,misclassification,generative,0.720,"LLM accuracy evaluated against evidence-based standards; incomplete/wrong answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41594258,2026,Alarm,misclassification,discriminative,0.970,DL detection tool evaluated for false positives/negatives in ICH classification,q7_failuremode_v1,claude-sonnet-4-6
38407629,2024,Alarm,confabulation,generative,0.750,ChatGPT quality of information analysis implies fabrication/accuracy of generated content,q7_failuremode_v1,claude-sonnet-4-6
37934568,2023,Alarm,misclassification,generative,0.850,LLM evaluated for correct/incorrect answers on medical biochemistry questions,q7_failuremode_v1,claude-sonnet-4-6
39495556,2025,Alarm,misclassification,generative,0.820,"LLM accuracy/correctness evaluated via Likert scale; inaccurate medical responses, not fabricated citations",q7_failuremode_v1,claude-sonnet-4-6
39430359,2024,Alarm,misclassification,generative,0.850,"Evaluating accuracy/correctness of LLM chatbot answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40293869,2025,Alarm,none_or_unclear,generative,0.750,"General governance/regulatory framing, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
33856518,2021,Alarm,misclassification,discriminative,0.700,Discusses ML/radiomics predictive models with poor evidence and methodological quality issues,q7_failuremode_v1,claude-sonnet-4-6
36501801,2022,Alarm,misclassification,discriminative,0.880,CNN segmentation models show poor clinical accuracy; classification errors in retinal disease diagnosis,q7_failuremode_v1,claude-sonnet-4-6
38573489,2024,Alarm,misclassification,discriminative,0.950,DL classifiers show inflated accuracy and poor generalization due to improper patient-wise data splitting,q7_failuremode_v1,claude-sonnet-4-6
38648098,2024,Alarm,misclassification,generative,0.850,LLM accuracy evaluated against ACLS guidelines; wrong steps scored as incorrect predictions,q7_failuremode_v1,claude-sonnet-4-6
40825182,2025,Alarm,misclassification,generative,0.820,"Chatbots incorrectly endorsed harmful proposals—wrong judgment/label, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41661201,2026,Alarm,confabulation,generative,0.850,LLMs produced hallucinations and unreliable outputs when answering clinical questions,q7_failuremode_v1,claude-sonnet-4-6
40898608,2025,Alarm,none_or_unclear,unclear,0.950,Study examines psychological impacts of job displacement; no AI model failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
40180985,2025,Alarm,misclassification,generative,0.850,"LLMs evaluated for correctness of BLS guidance responses, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40917954,2025,Alarm,none_or_unclear,generative,0.700,Survey of attitudes toward ChatGPT; no AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
37266657,2023,Alarm,misclassification,discriminative,0.850,Study examines incorrect AI detection results causing radiologist false positives/negatives in lung cancer detection,q7_failuremode_v1,claude-sonnet-4-6
39529104,2024,Alarm,misclassification,generative,0.850,Text-to-image models misrepresent demographic proportions vs real-world workforce data,q7_failuremode_v1,claude-sonnet-4-6
39036542,2024,Alarm,misclassification,generative,0.920,"LLM evaluated for classification accuracy of LI-RADS scores, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39229462,2024,Alarm,misclassification,generative,0.720,"LLM responses evaluated for accuracy/appropriateness, not fabrication specifically",q7_failuremode_v1,claude-sonnet-4-6
40222163,2025,Alarm,misclassification,discriminative,0.950,AI mammography reader missed cancers and had false negatives/positives vs human readers,q7_failuremode_v1,claude-sonnet-4-6
39035269,2024,Alarm,misclassification,generative,0.900,"LLM accuracy on dental exam questions measured; wrong answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40138420,2025,Alarm,misclassification,both,0.870,Biased underdiagnosis (false negatives) in vision-language models evaluated as classifiers/detectors,q7_failuremode_v1,claude-sonnet-4-6
38323521,2024,Alarm,none_or_unclear,generative,0.500,Comment/opinion piece; no specific failure mechanism described explicitly,q7_failuremode_v1,claude-sonnet-4-6
39068484,2024,Alarm,misclassification,generative,0.920,"ChatGPT-4 evaluated on diagnostic accuracy for osteosarcoma X-rays, wrong predictions not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41153289,2025,Alarm,misclassification,generative,0.900,"LLM evaluated for wrong classification of ultrasound features vs expert, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40790276,2026,Alarm,confabulation,generative,0.850,Generative models reproduce/memorize real patient data instead of novel synthetic samples,q7_failuremode_v1,claude-sonnet-4-6
41749771,2026,Alarm,misclassification,generative,0.920,"LLM evaluated for diagnostic accuracy, false positives, low specificity in radiograph classification",q7_failuremode_v1,claude-sonnet-4-6
38239905,2023,Alarm,misclassification,generative,0.800,"LLM produces inappropriate/dangerous treatment recommendations, wrong clinical judgments",q7_failuremode_v1,claude-sonnet-4-6
41973428,2026,Alarm,misclassification,generative,0.750,"LLM diagnostic reasoning accuracy evaluated; likely wrong predictions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41107408,2025,Alarm,confabulation,generative,0.920,"LLMs generate false medical information by complying with illogical requests, a fabrication/sycophancy mechanism",q7_failuremode_v1,claude-sonnet-4-6
37593450,2023,Alarm,misclassification,generative,0.900,ChatGPT underestimates suicide risk scores compared to professional norms — miscalibration/false negatives,q7_failuremode_v1,claude-sonnet-4-6
40997070,2025,Alarm,misclassification,generative,0.870,"LLM diagnostic accuracy evaluated on neurology cases; wrong diagnoses, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39472597,2024,Alarm,none_or_unclear,unclear,0.700,"Focuses on perceived disrespect/dignity in AI evaluations, not fabrication or classification errors",q7_failuremode_v1,claude-sonnet-4-6
37506587,2023,Alarm,misclassification,generative,0.880,"ChatGPT accuracy in differential diagnosis compared to pediatricians, classification task",q7_failuremode_v1,claude-sonnet-4-6
40696111,2025,Alarm,misclassification,both,0.720,Re-identification and demographic prediction are classification tasks; foundation models (generative+discriminative) evaluated,q7_failuremode_v1,claude-sonnet-4-6
38230359,2024,Alarm,misclassification,generative,0.850,ChatGPT accuracy compared to clinical diagnosis for DR risk assessment,q7_failuremode_v1,claude-sonnet-4-6
37332185,2023,Alarm,misclassification,both,0.820,DL denoising causes biased quantitative estimates; both generative U-nets and discriminative quantification networks evaluated,q7_failuremode_v1,claude-sonnet-4-6
41135437,2026,Alarm,misclassification,generative,0.850,"LLMs fail to meet nutritional targets accurately; wrong calorie/protein outputs, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39779928,2025,Alarm,confabulation,generative,0.900,"Poisoned LLMs propagate false medical knowledge—fabricated/misinformation outputs, not classification errors",q7_failuremode_v1,claude-sonnet-4-6
39565733,2024,Alarm,misclassification,generative,0.850,"LLM accuracy on medical questions evaluated; wrong answers, not fabricated content",q7_failuremode_v1,claude-sonnet-4-6
38128256,2024,Alarm,misclassification,both,0.820,DL classifier accuracy evaluated plus GAN image reconstruction quality assessed,q7_failuremode_v1,claude-sonnet-4-6
38570273,2024,Alarm,misclassification,generative,0.870,"Evaluating correctness/accuracy of LLM chatbot answers to clinical questions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41688533,2026,Alarm,misclassification,generative,0.820,"LLMs rated on safety/accuracy of medical advice; wrong/unsafe answers, not fabricated citations",q7_failuremode_v1,claude-sonnet-4-6
40597368,2025,Alarm,none_or_unclear,generative,0.650,"General concern about inequality, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
37222278,2023,Alarm,confabulation,generative,0.850,"ChatGPT generated inaccurate/contradictory medical information, consistent with fabrication/unfaithful content",q7_failuremode_v1,claude-sonnet-4-6
38972166,2024,Alarm,misclassification,generative,0.880,Evaluates diagnostic accuracy/scoring of ChatGPT vs residents; no fabrication mechanism described,q7_failuremode_v1,claude-sonnet-4-6
38162317,2023,Alarm,misclassification,discriminative,0.950,DenseNet classifier shows poor generalization/dataset shift in COVID-19 detection from CXRs,q7_failuremode_v1,claude-sonnet-4-6
41649035,2026,Alarm,none_or_unclear,generative,0.600,General harms framing; no specific confabulation or misclassification mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41745066,2026,Alarm,misclassification,generative,0.870,"LLMs evaluated on accuracy/correctness of aptitude test answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41563136,2026,Alarm,misclassification,discriminative,0.950,CAD system evaluated on sensitivity/specificity for polyp classification vs histopathology,q7_failuremode_v1,claude-sonnet-4-6
40934153,2025,Alarm,misclassification,discriminative,0.950,Meta-analysis of ML predictive accuracy for suicide/self-harm classification models,q7_failuremode_v1,claude-sonnet-4-6
38386789,2024,Alarm,misclassification,generative,0.720,"LLM accuracy/correctness of urological answers evaluated; wrong/incomplete info, not fabricated citations",q7_failuremode_v1,claude-sonnet-4-6
39230022,2024,Alarm,misclassification,both,0.850,Predictive accuracy comparison of deep learning vs conventional regression models for landmark prediction,q7_failuremode_v1,claude-sonnet-4-6
37140902,2023,Alarm,misclassification,discriminative,0.850,"CNNs classifying race from retinal images, evaluating biased predictive performance across subgroups",q7_failuremode_v1,claude-sonnet-4-6
40279575,2025,Alarm,none_or_unclear,generative,0.600,General risk/harm framing of chatbots; no specific confabulation or misclassification mechanism described,q7_failuremode_v1,claude-sonnet-4-6
38290289,2024,Alarm,misclassification,discriminative,0.950,Segmentation models produce biased/poor predictions for darker skin tones — classification/detection errors,q7_failuremode_v1,claude-sonnet-4-6
41045397,2026,Alarm,misclassification,both,0.850,LLMs produce inaccurate/irreproducible measurements compared to radiologist ground truth; both generative LLMs and radiologist discriminative task evaluated,q7_failuremode_v1,claude-sonnet-4-6
39276611,2024,Alarm,misclassification,generative,0.900,"LLMs evaluated on accuracy/correctness of medical code QA, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38102068,2024,Alarm,confabulation,generative,0.900,AI generated inaccurate/fabricated medical claims and omitted key facts in summary,q7_failuremode_v1,claude-sonnet-4-6
40803966,2025,Alarm,misclassification,generative,0.920,"LLMs evaluated on prediction accuracy (MAE/RMSE) for bone age estimation, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41731097,2026,Alarm,misclassification,generative,0.920,"LLM triage tool producing wrong urgency labels, undertriage, and miscalibrated crisis responses",q7_failuremode_v1,claude-sonnet-4-6
41085353,2025,Alarm,misclassification,generative,0.920,"LLMs evaluated on diagnostic accuracy, sensitivity, specificity for lesion classification",q7_failuremode_v1,claude-sonnet-4-6
41445760,2025,Alarm,misclassification,generative,0.850,"LLM produces biased/incorrect risk attributions across demographic groups, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39327587,2024,Alarm,misclassification,generative,0.820,"LLM accuracy/conformity with guidelines assessed; incorrect statements, not fabricated citations",q7_failuremode_v1,claude-sonnet-4-6
39593799,2024,Alarm,misclassification,discriminative,0.970,CNN classification model evaluated on sensitivity/specificity for glaucoma detection,q7_failuremode_v1,claude-sonnet-4-6
39860006,2025,Alarm,misclassification,generative,0.850,"ChatGPT-4 evaluated as classifier selecting optimal reconstruction; wrong choices, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37683226,2023,Alarm,confabulation,generative,0.990,"LLM fabricated references, false PMIDs, invented facts, and contradictory clinical claims",q7_failuremode_v1,claude-sonnet-4-6
41370655,2026,Alarm,misclassification,generative,0.870,"VLMs evaluated on diagnostic accuracy/top-5 accuracy; wrong diagnoses, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
36548993,2023,Alarm,misclassification,discriminative,0.920,"ML seizure prediction models show inflated accuracy due to data labelling confound, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40753316,2025,Alarm,confabulation,generative,0.980,LLMs fabricate/elaborate on planted false clinical details; explicit hallucination mechanism tested,q7_failuremode_v1,claude-sonnet-4-6
42050395,2026,Alarm,confabulation,generative,0.720,Chatbots reinforcing/amplifying distorted beliefs via agreeable fabricated responses,q7_failuremode_v1,claude-sonnet-4-6
40648622,2025,Alarm,misclassification,generative,0.850,"LLM medication recommendations evaluated for accuracy, errors, contraindications—wrong outputs not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37190181,2023,Alarm,misclassification,discriminative,0.950,Deep learning models fail to correctly predict MGMT methylation status from MRI scans,q7_failuremode_v1,claude-sonnet-4-6
40131528,2025,Alarm,misclassification,generative,0.900,"LLMs evaluated on accuracy of answering image-based diagnostic questions; wrong answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
35835437,2022,Alarm,misclassification,discriminative,0.950,Evaluates sentiment classification tools producing wrong labels on social media datasets,q7_failuremode_v1,claude-sonnet-4-6
37882509,2024,Alarm,misclassification,discriminative,0.900,AI landmark detection and measurement errors compared to expert orthodontists,q7_failuremode_v1,claude-sonnet-4-6
41270301,2026,Alarm,misclassification,generative,0.820,"LLM accuracy evaluated against CPG recommendations; wrong answers, not fabricated citations",q7_failuremode_v1,claude-sonnet-4-6
39732434,2025,Alarm,misclassification,generative,0.820,"LLM scored on quality/accuracy of nutrition advice across languages, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40543265,2025,Alarm,misclassification,both,0.720,Readability scoring/benchmarking failure; evaluates both websites and ChatGPT-generated content quality,q7_failuremode_v1,claude-sonnet-4-6
41674096,2026,Alarm,misclassification,generative,0.920,Evaluates diagnostic accuracy (sensitivity/specificity) of multimodal LLMs for pneumothorax detection,q7_failuremode_v1,claude-sonnet-4-6
38413400,2024,Alarm,misclassification,discriminative,0.970,AI detection algorithm evaluated on sensitivity/specificity for fracture classification errors,q7_failuremode_v1,claude-sonnet-4-6
40705814,2025,Alarm,misclassification,generative,0.900,GPT-4 evaluated for accuracy in ECG interpretation and clinical management decisions,q7_failuremode_v1,claude-sonnet-4-6
38663992,2024,Alarm,misclassification,discriminative,0.920,"AI classification models evaluated for detection/diagnosis accuracy on NCCT scans, poor generalization",q7_failuremode_v1,claude-sonnet-4-6
39602554,2025,Alarm,misclassification,discriminative,0.850,AI embryo selection model failed to outperform morphology grading in predicting pregnancy outcomes,q7_failuremode_v1,claude-sonnet-4-6
39535651,2024,Alarm,misclassification,generative,0.720,"Evaluates accuracy/quality scores of chatbot outputs, not fabrication of content",q7_failuremode_v1,claude-sonnet-4-6
38771177,2024,Alarm,misclassification,discriminative,0.970,AI classification algorithm produces biased false-positive rates across patient demographic groups,q7_failuremode_v1,claude-sonnet-4-6
39390731,2025,Alarm,misclassification,generative,0.820,ChatGPT answers scored for accuracy/correctness vs guidelines; wrong outputs not fabrication per se,q7_failuremode_v1,claude-sonnet-4-6
41575020,2026,Alarm,misclassification,both,0.820,Data poisoning causes wrong predictions/diagnoses across discriminative and generative architectures,q7_failuremode_v1,claude-sonnet-4-6
40078035,2025,Alarm,both,generative,0.950,LLMs gave wrong answers (misclassification) and 55% citations were hallucinated (confabulation),q7_failuremode_v1,claude-sonnet-4-6
40610221,2025,Alarm,both,generative,0.900,LLMs showed confabulations and poor clinical judgment/misclassification in anesthesia scenarios,q7_failuremode_v1,claude-sonnet-4-6
39118057,2024,Alarm,misclassification,generative,0.820,"Evaluates accuracy/quality scores of LLM responses across languages, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
